Entity,Code,Year,"Employment to population ratio, 15+, female (%) (national estimate)"
Trinidad and Tobago,TTO,1983,32.4
Trinidad and Tobago,TTO,1985,33.16
Trinidad and Tobago,TTO,1986,31.58
Trinidad and Tobago,TTO,1987,29.63
Trinidad and Tobago,TTO,1988,32.26
Trinidad and Tobago,TTO,1989,31.08
Trinidad and Tobago,TTO,1990,28.68
Trinidad and Tobago,TTO,1992,33.6
Trinidad and Tobago,TTO,1994,34.4
Trinidad and Tobago,TTO,1997,36.9
Trinidad and Tobago,TTO,2000,39.85
Trinidad and Tobago,TTO,2007,47.63
Trinidad and Tobago,TTO,2008,49.63
Trinidad and Tobago,TTO,2009,47.89
Trinidad and Tobago,TTO,2010,47.34
Trinidad and Tobago,TTO,2011,46.31
Trinidad and Tobago,TTO,2012,48.47
Trinidad and Tobago,TTO,2013,48.79
Trinidad and Tobago,TTO,2014,49.72
Trinidad and Tobago,TTO,2015,47.91
Trinidad and Tobago,TTO,2016,48.03
Trinidad and Tobago,TTO,2019,45.96
Trinidad and Tobago,TTO,2020,44.37
Trinidad and Tobago,TTO,2021,43.88
Tunisia,TUN,1989,15.87
Tunisia,TUN,1994,18.74
Tunisia,TUN,2005,20.04
Tunisia,TUN,2006,20.7
Tunisia,TUN,2007,20.78
Tunisia,TUN,2008,20.79
Tunisia,TUN,2009,20.14
Tunisia,TUN,2010,20.14
Tunisia,TUN,2011,18.07
Tunisia,TUN,2012,19.17
Tunisia,TUN,2013,19.69
Tunisia,TUN,2014,16.52
Tunisia,TUN,2015,20.25
Tunisia,TUN,2016,20.36
Tunisia,TUN,2017,20.49
Turkey,TUR,1988,32.98
Turkey,TUR,1989,34.41
Turkey,TUR,1990,31.25
Turkey,TUR,1991,31.7
Turkey,TUR,1992,30.2
Turkey,TUR,1993,24.29
Turkey,TUR,1994,28.77
Turkey,TUR,1995,28.67
Turkey,TUR,1996,28.74
Turkey,TUR,1997,26.58
Turkey,TUR,1998,27.28
Turkey,TUR,1999,27.74
Turkey,TUR,2000,24.9
Turkey,TUR,2001,25.11
Turkey,TUR,2002,25.27
Turkey,TUR,2003,23.9
Turkey,TUR,2004,20.77
Turkey,TUR,2005,20.69
Turkey,TUR,2006,20.97
Turkey,TUR,2007,21.02
Turkey,TUR,2008,21.62
Turkey,TUR,2009,22.3
Turkey,TUR,2010,24.02
Turkey,TUR,2011,25.55
Turkey,TUR,2012,26.32
Turkey,TUR,2013,27.1
Turkey,TUR,2014,26.66
Turkey,TUR,2015,27.45
Turkey,TUR,2016,28
Turkey,TUR,2017,28.87
Turkey,TUR,2018,29.43
Turkey,TUR,2019,28.68
Turkey,TUR,2020,26.26
Turkey,TUR,2021,27.99
Tuvalu,TUV,2002,42.79
Tuvalu,TUV,2016,32.12
Uganda,UGA,2002,76.7
Uganda,UGA,2003,35.71
Uganda,UGA,2005,79
Uganda,UGA,2012,62.9
Uganda,UGA,2013,81.71
Uganda,UGA,2017,64.55
Ukraine,UKR,2004,52.87
Ukraine,UKR,2005,53.14
Ukraine,UKR,2006,53.02
Ukraine,UKR,2007,53.69
Ukraine,UKR,2008,54.04
Ukraine,UKR,2009,53.87
Ukraine,UKR,2014,51.9
Ukraine,UKR,2015,51.66
Ukraine,UKR,2016,51.59
Ukraine,UKR,2017,51.36
Ukraine,UKR,2018,52.53
Ukraine,UKR,2019,45.38
Ukraine,UKR,2020,43.76
Ukraine,UKR,2021,42.92
United Arab Emirates,ARE,1975,9.73
United Arab Emirates,ARE,1980,15.31
United Arab Emirates,ARE,1995,30.6
United Arab Emirates,ARE,2005,35.13
United Arab Emirates,ARE,2008,36.81
United Arab Emirates,ARE,2009,37.52
United Arab Emirates,ARE,2017,49.05
United Arab Emirates,ARE,2018,49.61
United Arab Emirates,ARE,2019,54.54
United Arab Emirates,ARE,2020,58.29
United Arab Emirates,ARE,2021,49.32
United Kingdom,GBR,1978,34.11
United Kingdom,GBR,1979,35.07
United Kingdom,GBR,1980,35.09
United Kingdom,GBR,1983,41.2
United Kingdom,GBR,1984,42.43
United Kingdom,GBR,1985,43.35
United Kingdom,GBR,1986,43.81
United Kingdom,GBR,1987,44.76
United Kingdom,GBR,1988,46.26
United Kingdom,GBR,1989,48.38
United Kingdom,GBR,1990,48.97
United Kingdom,GBR,1991,48.4
United Kingdom,GBR,1992,48.5
United Kingdom,GBR,1993,48.41
United Kingdom,GBR,1994,48.63
United Kingdom,GBR,1995,48.84
United Kingdom,GBR,1996,49.55
United Kingdom,GBR,1997,50.21
United Kingdom,GBR,1998,50.47
United Kingdom,GBR,1999,51.02
United Kingdom,GBR,2000,51.56
United Kingdom,GBR,2001,51.86
United Kingdom,GBR,2002,52.26
United Kingdom,GBR,2003,52.34
United Kingdom,GBR,2004,52.63
United Kingdom,GBR,2005,53.01
United Kingdom,GBR,2006,53.13
United Kingdom,GBR,2007,52.92
United Kingdom,GBR,2008,53.12
United Kingdom,GBR,2009,52.54
United Kingdom,GBR,2010,52.21
United Kingdom,GBR,2011,52.08
United Kingdom,GBR,2012,52.24
United Kingdom,GBR,2013,52.77
United Kingdom,GBR,2014,53.7
United Kingdom,GBR,2015,54.27
United Kingdom,GBR,2016,54.8
United Kingdom,GBR,2017,55.35
United Kingdom,GBR,2018,55.74
United Kingdom,GBR,2019,56.39
United States,USA,1960,35.5
United States,USA,1961,35.4
United States,USA,1962,35.6
United States,USA,1963,35.8
United States,USA,1964,36.3
United States,USA,1965,37.1
United States,USA,1966,38.3
United States,USA,1967,39
United States,USA,1968,39.6
United States,USA,1969,40.7
United States,USA,1970,40.8
United States,USA,1971,40.4
United States,USA,1972,41
United States,USA,1973,42
United States,USA,1974,42.6
United States,USA,1975,42
United States,USA,1976,43.2
United States,USA,1977,44.5
United States,USA,1978,46.4
United States,USA,1979,47.5
United States,USA,1980,47.7
United States,USA,1981,48
United States,USA,1982,47.7
United States,USA,1983,48
United States,USA,1984,49.5
United States,USA,1985,50.4
United States,USA,1986,51.4
United States,USA,1987,52.5
United States,USA,1988,53.4
United States,USA,1989,54.3
United States,USA,1990,54.3
United States,USA,1991,53.7
United States,USA,1992,53.8
United States,USA,1993,54.1
United States,USA,1994,55.3
United States,USA,1995,55.7
United States,USA,1996,56.1
United States,USA,1997,56.86
United States,USA,1998,57.08
United States,USA,1999,57.43
United States,USA,2000,57.48
United States,USA,2001,57
United States,USA,2002,56.28
United States,USA,2003,56.13
United States,USA,2004,55.97
United States,USA,2005,56.24
United States,USA,2006,56.62
United States,USA,2007,56.64
United States,USA,2008,56.25
United States,USA,2009,54.42
United States,USA,2010,53.57
United States,USA,2011,53.19
United States,USA,2012,53.13
United States,USA,2013,53.16
United States,USA,2014,53.52
United States,USA,2015,53.74
United States,USA,2016,54.08
United States,USA,2017,54.58
United States,USA,2018,54.89
United States,USA,2019,55.36
United States,USA,2020,51.51
United States,USA,2021,53.17
Uruguay,URY,1998,43.57
Uruguay,URY,1999,42.18
Uruguay,URY,2000,41.56
Uruguay,URY,2001,41.51
Uruguay,URY,2002,39.56
Uruguay,URY,2003,39.43
Uruguay,URY,2004,41.28
Uruguay,URY,2005,42.65
Uruguay,URY,2006,44.59
Uruguay,URY,2007,46.99
Uruguay,URY,2008,48.82
Uruguay,URY,2009,49.65
Uruguay,URY,2010,49.91
Uruguay,URY,2011,52.31
Uruguay,URY,2012,51.95
Uruguay,URY,2013,50.88
Uruguay,URY,2014,52.18
Uruguay,URY,2015,51.33
Uruguay,URY,2016,51.03
Uruguay,URY,2017,50.76
Uruguay,URY,2018,50.32
Uruguay,URY,2019,50.3
Uruguay,URY,2020,47.69
Uruguay,URY,2021,49.99
Uzbekistan,UZB,2002,32.74
Uzbekistan,UZB,2003,33.22
Uzbekistan,UZB,2004,37.2
Uzbekistan,UZB,2005,37.52
Uzbekistan,UZB,2006,38.12
Uzbekistan,UZB,2007,37.64
Uzbekistan,UZB,2009,63.51
Uzbekistan,UZB,2010,62.41
Uzbekistan,UZB,2011,61.74
Uzbekistan,UZB,2012,62.2
Uzbekistan,UZB,2013,63.18
Uzbekistan,UZB,2014,63.8
Uzbekistan,UZB,2015,64.51
Uzbekistan,UZB,2016,65.17
Uzbekistan,UZB,2017,65.96
Uzbekistan,UZB,2019,58.93
Uzbekistan,UZB,2020,36.86
Vanuatu,VUT,2006,66.29
Vanuatu,VUT,2009,57.09
Vanuatu,VUT,2010,57.18
Vanuatu,VUT,2019,50.24
Venezuela,VEN,1984,27.04
Venezuela,VEN,1985,27.31
Venezuela,VEN,1986,27.58
Venezuela,VEN,1987,28.8
Venezuela,VEN,1988,29.39
Venezuela,VEN,1989,31.63
Venezuela,VEN,1994,33.73
Venezuela,VEN,1996,36.3
Venezuela,VEN,1998,41.5
Venezuela,VEN,2002,44.43
Venezuela,VEN,2005,43.58
Venezuela,VEN,2006,45.22
Venezuela,VEN,2007,45.82
Venezuela,VEN,2008,46.54
Venezuela,VEN,2009,46.92
Venezuela,VEN,2010,46.05
Venezuela,VEN,2011,45.96
Venezuela,VEN,2012,45.87
Venezuela,VEN,2013,46.61
Venezuela,VEN,2016,45.16
Venezuela,VEN,2017,50.51
Vietnam,VNM,1996,71.3
Vietnam,VNM,1997,69
Vietnam,VNM,1998,68.8
Vietnam,VNM,1999,68.7
Vietnam,VNM,2000,67.4
Vietnam,VNM,2001,67.3
Vietnam,VNM,2002,67.4
Vietnam,VNM,2003,66.7
Vietnam,VNM,2004,65.95
Vietnam,VNM,2007,69.17
Vietnam,VNM,2009,70.37
Vietnam,VNM,2010,70.8
Vietnam,VNM,2011,70.93
Vietnam,VNM,2012,71.08
Vietnam,VNM,2013,71.82
Vietnam,VNM,2014,71.89
Vietnam,VNM,2015,71.26
Vietnam,VNM,2016,70.73
Vietnam,VNM,2017,70.23
Vietnam,VNM,2018,69.72
Vietnam,VNM,2019,69.35
Vietnam,VNM,2020,66.2
Vietnam,VNM,2021,66.64
Yemen,YEM,1999,20
Yemen,YEM,2004,5.8
Yemen,YEM,2005,5.8
Yemen,YEM,2006,6.1
Yemen,YEM,2007,6.1
Yemen,YEM,2008,6
Yemen,YEM,2009,5.94
Yemen,YEM,2010,4.51
Yemen,YEM,2014,4.46
Zambia,ZMB,1986,53.5
Zambia,ZMB,1990,26.57
Zambia,ZMB,1991,41.9
Zambia,ZMB,1998,50
Zambia,ZMB,2000,43.18
Zambia,ZMB,2017,34.09
Zambia,ZMB,2018,49.65
Zambia,ZMB,2019,49.65
Zambia,ZMB,2020,51.06
Zimbabwe,ZWE,1987,60.99
Zimbabwe,ZWE,1997,64.2
Zimbabwe,ZWE,1999,61.51
Zimbabwe,ZWE,2004,73.95
Zimbabwe,ZWE,2011,72.83
Zimbabwe,ZWE,2012,52.35
Zimbabwe,ZWE,2014,76.1
Zimbabwe,ZWE,2019,56.45
